barcode,product_name,category_input,group_name,enterprise,brand,sub_brand,category,flavor_1,flavor_2,flavor_3,process,certification,attribute_1,attribute_2,attribute_3,function_1,function_2,function_3,design_type,bundle_type,pack_type,pack_material,pack_quantity,pack_unit,spec,capacity,size,color,material,origin,grade,purity,target_user,scene,model
6901308010453,中华绘图铅笔12支1012B,笔,家居用品类,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6921734944573,得力子弹头中性笔黑6600ES-0.5mm,笔,家居用品类,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6941328466151,AIHAO爱好享握中性笔黑色GP270,笔,家居用品类,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6947503700232,M&G晨光黑色办公按动中性笔0.5mm,笔,家居用品类,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6924853707494,东米Water大容量按动中性笔黑色芯DM-932,笔,家居用品类,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6942109565988,晨光AGPK3313孔庙祈福按动中性笔,笔,家居用品类,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6958985022545,52TOYS蜡笔小新春日部之家盲盒,笔,家居用品类,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6976720770179,卡游柯南按动盲盒中性笔破晓版,笔,家居用品类,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6974833231679,金榜题名创意减压签字笔,笔,家居用品类,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6974833231426,金榜题名香囊,笔,家居用品类,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
